"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
2.323016790E1;8.705840111E-1;-1.053722024E0;-2.919725895E0
2.323495982E1;6.624519825E-1;-1.016850948E0;-2.964279890E0
2.323975152E1;4.691010118E-1;-9.733359814E-1;-2.985836983E0
2.324454329E1;3.214949965E-1;-9.135059714E-1;-3.037107944E0
2.324933500E1;1.646270007E-1;-8.923379779E-1;-3.015201092E0
2.325412692E1;4.645900056E-2;-8.979330063E-1;-2.953596115E0
2.325891869E1;-9.755799919E-2;-8.944960237E-1;-2.775620937E0
2.326371061E1;-1.454869956E-1;-9.564200044E-1;-2.591316938E0
2.326850231E1;-1.860000044E-1;-1.014629960E0;-2.402894974E0
2.327329407E1;-2.429510057E-1;-1.062302947E0;-2.186228991E0
2.327808577E1;-2.519060075E-1;-1.061455011E0;-1.917201996E0
2.328287769E1;-2.028270066E-1;-1.059335947E0;-1.694316030E0
2.328766938E1;-1.351509988E-1;-1.090036035E0;-1.495684028E0
2.329246116E1;-1.417150050E-1;-1.103646040E0;-1.340294003E0
2.329725309E1;-2.219450027E-1;-1.114789009E0;-1.170585036E0
2.330204486E1;-1.824370027E-1;-1.114346027E0;-1.022225022E0
2.330683655E1;-1.260049939E-1;-1.095610023E0;-9.141380191E-1
2.331162847E1;-9.068500251E-2;-1.070834994E0;-8.246549964E-1
2.331642016E1;-6.465999782E-2;-1.047495008E0;-7.560250163E-1
2.332121193E1;-5.765200034E-2;-9.828690290E-1;-7.894700170E-1
2.332600362E1;-2.202500030E-2;-9.298170209E-1;-8.961520195E-1
2.333079554E1;1.590000093E-2;-8.811169863E-1;-1.064131021E0
2.333558730E1;7.985600084E-2;-8.459609747E-1;-1.173864961E0
2.334037922E1;1.650220007E-1;-7.979320288E-1;-1.237362027E0
2.334517089E1;2.567990124E-1;-7.513480186E-1;-1.328858018E0
2.334996266E1;4.027090073E-1;-7.135019898E-1;-1.510530949E0
2.335475435E1;5.167859793E-1;-6.411859989E-1;-1.672297955E0
2.335954628E1;5.490400195E-1;-5.841310024E-1;-1.735430002E0
2.336433797E1;6.352710128E-1;-4.897269905E-1;-1.817181945E0
2.336912974E1;7.202500105E-1;-4.128609896E-1;-1.939175963E0
2.337392169E1;8.848729730E-1;-4.031499922E-1;-2.010719061E0
2.337871338E1;1.064368963E0;-3.788799942E-1;-1.996047020E0
2.338350516E1;1.218150020E0;-3.374789953E-1;-1.962277055E0
2.338829708E1;1.410781980E0;-3.216339946E-1;-1.792291999E0
2.339308878E1;1.496916056E0;-3.123840094E-1;-1.651237965E0
2.339788055E1;1.443953037E0;-2.196280062E-1;-1.586606026E0
2.340267225E1;1.586580992E0;-2.486449927E-1;-1.455016971E0
2.340746417E1;1.700484991E0;-2.418150008E-1;-1.265902996E0
2.341225595E1;1.757524967E0;-1.542440057E-1;-1.093214035E0
2.341704764E1;1.772235990E0;-4.857100174E-2;-1.013383031E0
2.342183955E1;1.747200966E0;1.560899988E-2;-9.355829954E-1
2.342663132E1;1.749263048E0;5.029299855E-2;-9.028999805E-1
2.343142301E1;1.585067987E0;1.319680065E-1;-8.817909956E-1
2.343621491E1;1.345646024E0;2.174690068E-1;-9.296939969E-1
2.344100660E1;1.064484954E0;2.831589878E-1;-1.058725953E0
2.344579837E1;7.179899812E-1;3.988220096E-1;-1.094320059E0
2.345059028E1;4.349620044E-1;5.000050068E-1;-1.156250000E0
2.345538197E1;2.291609943E-1;6.180260181E-1;-1.234994054E0
2.346017373E1;1.428499967E-1;7.200520039E-1;-1.203953028E0
2.346496565E1;1.610350013E-1;8.327159882E-1;-1.072813034E0
2.346975734E1;1.448609978E-1;9.822199941E-1;-9.133390188E-1
2.347454913E1;1.538279951E-1;1.063354969E0;-7.926179767E-1
2.347934105E1;1.213740036E-1;1.181264997E0;-6.962119937E-1
2.348413274E1;1.315709949E-1;1.321594954E0;-5.666930079E-1
2.348892451E1;1.678459942E-1;1.422230959E0;-3.969649971E-1
2.349371620E1;2.399979979E-1;1.507053971E0;-2.325080037E-1
2.349850811E1;3.388279974E-1;1.626122952E0;-2.056499943E-2
2.350329988E1;4.144549966E-1;1.721946001E0;2.005330026E-1
2.350809158E1;4.145050049E-1;1.751463056E0;4.379239976E-1
2.351288327E1;3.415369987E-1;1.791257977E0;7.179380059E-1
2.351767526E1;3.055109978E-1;1.795596957E0;9.808650017E-1
2.352246696E1;2.540200055E-1;1.773738980E0;1.210085988E0
2.352725889E1;1.011200026E-1;1.706506014E0;1.485713959E0
2.353205058E1;-1.732799970E-2;1.647858977E0;1.754608035E0
2.353684235E1;-1.207209975E-1;1.576079965E0;1.825335979E0
2.354163427E1;-2.042309940E-1;1.452975988E0;1.875017047E0
2.354642597E1;-2.891849875E-1;1.321805000E0;1.913113952E0
2.355121774E1;-3.825370073E-1;1.220886946E0;2.023408890E0
2.355600966E1;-4.915980101E-1;1.169330001E0;2.181998968E0
2.356080135E1;-4.658649862E-1;1.090445995E0;2.369797945E0
2.356559302E1;-4.038960040E-1;9.624999762E-1;2.618072033E0
2.357038479E1;-3.731189966E-1;8.375639915E-1;2.934367895E0
2.357517669E1;-3.045719862E-1;8.466680050E-1;3.144309044E0
2.357996839E1;-2.536950111E-1;8.696179986E-1;3.162007093E0
2.358476016E1;-9.608100355E-2;9.734269977E-1;2.781598091E0
2.358955206E1;1.281449944E-1;1.036771059E0;2.282752037E0
2.359434383E1;2.642199993E-1;1.158557057E0;1.897248030E0
2.359913553E1;2.910949886E-1;1.360836983E0;1.706189036E0
2.360392720E1;4.026420116E-1;1.557824969E0;1.532178044E0
2.360871913E1;5.796849728E-1;1.733106971E0;1.348690987E0
2.361351088E1;7.815319896E-1;1.930176973E0;1.083678961E0
2.361830257E1;8.999739885E-1;2.109385967E0;8.161349893E-1
2.362309450E1;1.035212040E0;2.174972057E0;6.101989746E-1
2.362788628E1;1.058576941E0;2.314374924E0;4.725880027E-1
2.363267797E1;1.097071052E0;2.418438911E0;4.649469852E-1
2.363746990E1;1.227260947E0;2.499757051E0;5.006999969E-1
2.364226158E1;1.460935950E0;2.526281118E0;6.739130020E-1
2.364705335E1;1.713129997E0;2.504323006E0;9.259459972E-1
2.365184528E1;1.838224053E0;2.407464027E0;1.299909949E0
2.365663697E1;1.912937045E0;2.264058113E0;1.736176014E0
2.366142874E1;2.013844013E0;2.092729092E0;2.208746910E0
2.366622066E1;1.999384999E0;1.785233021E0;2.734726906E0
2.367101235E1;2.000684977E0;1.283499002E0;3.237919092E0
2.367580412E1;1.808802009E0;9.768760204E-1;3.857795000E0
2.368059601E1;1.578207970E0;6.226390004E-1;4.252573967E0
2.368538770E1;1.289041996E0;1.485629976E-1;4.633225918E0
2.369017947E1;9.935500026E-1;-2.739169896E-1;4.897356987E0
2.369497117E1;6.843209863E-1;-6.957240105E-1;5.057297230E0
2.369976309E1;3.562139869E-1;-1.040593982E0;5.165918827E0
2.370455480E1;7.357099652E-2;-1.390313983E0;5.237800121E0
2.370934656E1;-2.330089957E-1;-1.676002026E0;5.364211082E0
2.371413849E1;-4.512900114E-1;-1.953209996E0;5.332339764E0
2.371893020E1;-6.383349895E-1;-2.126699924E0;5.108932018E0
2.372372196E1;-7.790780067E-1;-2.239928961E0;4.732476234E0
2.372851388E1;-8.491020203E-1;-2.328819036E0;4.322676182E0
2.373330558E1;-9.104729891E-1;-2.398116112E0;3.762211084E0
2.373809734E1;-1.011131048E0;-2.426004887E0;3.113205910E0
2.374288903E1;-1.160825968E0;-2.389484882E0;2.354723930E0
2.374768095E1;-1.277109981E0;-2.347126961E0;1.567332983E0
2.375247272E1;-1.414870977E0;-2.360347986E0;8.032379746E-1
2.375726442E1;-1.578829050E0;-2.230318069E0;9.731000289E-3
2.376205634E1;-1.690124035E0;-2.192903042E0;-7.946900129E-1
2.376684804E1;-1.836609960E0;-2.233200073E0;-1.523285985E0
2.377163980E1;-2.014456987E0;-2.210140944E0;-2.175767899E0
2.377643150E1;-2.149574995E0;-2.161315918E0;-2.731030941E0
2.378122341E1;-2.258858919E0;-2.126631975E0;-3.165636063E0
2.378601518E1;-2.356627941E0;-2.098262072E0;-3.482410908E0
2.379080711E1;-2.445307016E0;-2.073502064E0;-3.712699890E0
2.379559880E1;-2.491183043E0;-2.037815094E0;-3.801587105E0
2.380039057E1;-2.582740068E0;-1.986443996E0;-3.794572115E0
2.380518226E1;-2.612205982E0;-1.928959012E0;-3.749141932E0
2.380997418E1;-2.641951084E0;-1.913393974E0;-3.631695986E0
2.381476588E1;-2.650458097E0;-1.889457941E0;-3.449429035E0
2.381955788E1;-2.616136074E0;-1.855054021E0;-3.273979902E0
2.382434957E1;-2.569736004E0;-1.834450006E0;-3.052490950E0
2.382914126E1;-2.504223108E0;-1.784780979E0;-2.765642881E0
2.383393302E1;-2.400404930E0;-1.665796041E0;-2.422724962E0
2.383872494E1;-2.229573011E0;-1.638273001E0;-2.109695911E0
2.384351664E1;-2.061023951E0;-1.532670975E0;-1.869366050E0
2.384830840E1;-1.973322034E0;-1.358911037E0;-1.699149013E0
2.385310033E1;-1.884773970E0;-1.252640963E0;-1.533030987E0
2.385789202E1;-1.740978956E0;-1.200397968E0;-1.271729946E0
2.386268371E1;-1.596954942E0;-1.111894965E0;-1.020164967E0
2.386747548E1;-1.464725018E0;-1.028262019E0;-7.589169741E-1
2.387226741E1;-1.258967042E0;-9.643809795E-1;-5.379210114E-1
2.387705918E1;-1.018735051E0;-7.967780232E-1;-5.097619891E-1
2.388185088E1;-7.395269871E-1;-6.952270269E-1;-6.123260260E-1
2.388664280E1;-4.879480004E-1;-6.043969989E-1;-6.518599987E-1
2.389143449E1;-3.015660048E-1;-5.599910021E-1;-5.782529712E-1
2.389622628E1;-8.249600232E-2;-4.927519858E-1;-4.512540102E-1
2.390101797E1;8.787800372E-2;-4.533880055E-1;-4.023010135E-1
2.390580989E1;2.334350049E-1;-3.968150020E-1;-4.814479947E-1
2.391060166E1;3.352189958E-1;-3.899909854E-1;-6.504439712E-1
2.391539335E1;3.698439896E-1;-3.968049884E-1;-7.657840252E-1
2.392018526E1;3.996889889E-1;-3.860650063E-1;-8.442749977E-1
2.392497703E1;3.865750134E-1;-4.176090062E-1;-9.817109704E-1
2.392976873E1;3.496969938E-1;-4.696719944E-1;-1.123152971E0
2.393456065E1;2.748759985E-1;-4.897669852E-1;-1.323567986E0
2.393935234E1;2.383580059E-1;-5.184569955E-1;-1.578230023E0
2.394414411E1;2.470899969E-1;-5.742369890E-1;-1.736670971E0
2.394893582E1;2.721930146E-1;-6.113209724E-1;-1.846935034E0
2.395372774E1;1.730999947E-1;-6.344689727E-1;-1.952172995E0
2.395851951E1;1.472229958E-1;-6.533430219E-1;-2.058578968E0
2.396331120E1;1.117649972E-1;-6.962050200E-1;-2.097918034E0
2.396810313E1;9.766499698E-2;-7.127220035E-1;-2.103725910E0
2.397289491E1;1.309619993E-1;-7.482830286E-1;-2.111968040E0
2.397768660E1;1.423200071E-1;-7.788630128E-1;-2.146631956E0
2.398247852E1;1.318340003E-1;-7.709559798E-1;-2.152654886E0
2.398727022E1;1.091900021E-1;-7.293009758E-1;-2.115700006E0
2.399206198E1;5.290199816E-2;-6.848729849E-1;-2.076562881E0
2.399685391E1;9.718599916E-2;-6.545630097E-1;-2.011229992E0
2.400164560E1;1.258900017E-1;-6.117799878E-1;-1.935143948E0
2.400643737E1;1.544020027E-1;-5.521919727E-1;-1.873435020E0
2.401122929E1;1.683389992E-1;-5.213149786E-1;-1.878757000E0
2.401602098E1;1.726409942E-1;-4.546659887E-1;-1.869626045E0
2.402081268E1;1.388860047E-1;-3.666079938E-1;-1.860419989E0
2.402560444E1;1.315699965E-1;-3.073900044E-1;-1.867916942E0
2.403039637E1;1.053529978E-1;-2.456180006E-1;-1.846783042E0
2.403518806E1;1.056020036E-1;-1.383890063E-1;-1.832818031E0
2.403997982E1;1.036180034E-1;-4.299100116E-2;-1.806970000E0
2.404477175E1;6.598699838E-2;4.558499902E-2;-1.764587998E0
2.404956344E1;6.446199864E-2;1.370960027E-1;-1.657888055E0
2.405435521E1;1.226000022E-3;2.435400039E-1;-1.518036962E0
2.405914690E1;-7.551500201E-2;3.552699983E-1;-1.356984019E0
2.406393882E1;-2.157170027E-1;4.482229948E-1;-1.208202958E0
2.406873052E1;-3.261170089E-1;5.246340036E-1;-1.088348031E0
2.407352231E1;-4.641239941E-1;6.322550178E-1;-9.566469789E-1
2.407831423E1;-5.559579730E-1;7.017610073E-1;-8.993260264E-1
2.408310593E1;-6.281229854E-1;7.884749770E-1;-7.632910013E-1
2.408789771E1;-7.523130178E-1;8.231700063E-1;-6.324729919E-1
2.409268963E1;-8.353499770E-1;8.228250146E-1;-4.207920134E-1
2.409748133E1;-9.229180217E-1;8.829730153E-1;-1.807689965E-1
2.410227308E1;-1.019953966E0;9.221600294E-1;3.496100008E-2
2.410706477E1;-1.071686983E0;9.070529938E-1;2.837710083E-1
2.411185669E1;-1.171319962E0;9.070000052E-1;5.944330096E-1
2.411664839E1;-1.230504036E0;8.549240232E-1;9.191020131E-1
2.412144016E1;-1.330379009E0;8.221600056E-1;1.162276983E0
2.412623206E1;-1.489570022E0;8.227260113E-1;1.336099029E0
2.413102376E1;-1.626528978E0;8.134880066E-1;1.521991968E0
2.413581545E1;-1.693635941E0;7.300400138E-1;1.770110965E0
2.414060745E1;-1.771855950E0;6.641399860E-1;2.077013016E0
2.414539914E1;-1.857372999E0;6.399679780E-1;2.341620922E0
2.415019082E1;-1.881304026E0;5.806779861E-1;2.595227957E0
2.415498258E1;-1.922840953E0;4.978919923E-1;2.852416992E0
2.415977451E1;-1.975128055E0;4.702149928E-1;3.103863001E0
2.416456620E1;-2.033500910E0;4.829230011E-1;3.268394947E0
2.416935797E1;-2.016738892E0;5.069820285E-1;3.315074921E0
2.417414966E1;-1.889112949E0;5.423920155E-1;3.248725891E0
2.417894158E1;-1.736840963E0;6.012160182E-1;3.145941973E0
2.418373328E1;-1.466583967E0;6.957139969E-1;2.961083889E0
2.418852504E1;-1.214612007E0;7.951409817E-1;2.737042904E0
2.419331696E1;-9.230250120E-1;9.477609992E-1;2.499928951E0
2.419810866E1;-5.627139807E-1;1.115759015E0;2.266206026E0
2.420290042E1;-1.596329957E-1;1.251682043E0;2.037996054E0
2.420769235E1;2.936460078E-1;1.365571976E0;1.803035975E0
2.421248404E1;7.326260209E-1;1.489153981E0;1.529834032E0
2.421727581E1;1.105105042E0;1.613528967E0;1.239470005E0
2.422206750E1;1.411669016E0;1.700775981E0;9.957939982E-1
2.422685942E1;1.609112024E0;1.827775955E0;8.111349940E-1
2.423165112E1;1.820150018E0;1.897112966E0;6.945189834E-1
2.423644312E1;1.964267969E0;1.971470952E0;6.575310230E-1
2.424123481E1;2.063177109E0;2.024064064E0;6.272600293E-1
2.424602650E1;2.096055984E0;2.015423059E0;6.112880111E-1
2.425081827E1;2.141726017E0;1.775243044E0;6.933990121E-1
2.425561019E1;1.980222940E0;1.425490022E0;9.154260159E-1
2.426040189E1;1.604709029E0;1.092798948E0;1.105108976E0
2.426519367E1;1.032611012E0;7.006199956E-1;1.336577058E0
2.426998536E1;4.625880122E-1;2.347110063E-1;1.674433947E0
2.427477728E1;-1.011959985E-1;-2.241020054E-1;2.064095020E0
2.427956895E1;-6.407020092E-1;-6.813480258E-1;2.487030983E0
2.428436072E1;-1.106587052E0;-1.121433973E0;2.841257095E0
2.428915264E1;-1.482383966E0;-1.515233040E0;3.041904926E0
2.429394432E1;-1.852349043E0;-1.839422941E0;3.261791945E0
2.429873609E1;-2.123593092E0;-2.080178976E0;3.381560087E0
2.430352778E1;-2.296463966E0;-2.269110918E0;3.482930899E0
2.430831970E1;-2.351993084E0;-2.433142900E0;3.487257957E0
2.431311140E1;-2.261598110E0;-2.536667109E0;3.423443079E0
2.431790316E1;-2.123298883E0;-2.589683056E0;3.294116020E0
2.432269486E1;-1.896489978E0;-2.528493881E0;3.056147099E0
2.432748678E1;-1.507905960E0;-2.491693974E0;2.887252092E0
2.433227857E1;-1.338835001E0;-2.236522913E0;1.760995030E0
2.433707026E1;-3.701629937E-1;-2.255625010E0;2.249660015E0
2.434186194E1;-1.769999944E-4;-1.927513003E0;2.102088928E0
2.434665394E1;4.273070097E-1;-1.726024985E0;1.311113000E0
2.435144564E1;9.164649844E-1;-1.607005954E0;3.789680004E-1
2.435623733E1;1.413054943E0;-1.404708982E0;-3.786599934E-1
2.436102926E1;1.815554976E0;-1.135233045E0;-8.904150128E-1
2.436582103E1;2.255852938E0;-9.126189947E-1;-1.305256963E0
2.437061272E1;2.721975088E0;-7.456790209E-1;-1.681071043E0
2.437540464E1;3.187792063E0;-5.883190036E-1;-2.032577991E0
2.438019640E1;3.539242029E0;-5.065109730E-1;-2.267088890E0
2.438498809E1;3.896925926E0;-4.968889952E-1;-2.287100077E0
2.438978002E1;4.035050869E0;-4.044269919E-1;-2.264806032E0
2.439457171E1;4.100457191E0;-3.368630111E-1;-2.205094099E0
2.439936348E1;4.005373955E0;-3.183459938E-1;-2.182173967E0
2.440415540E1;3.764931917E0;-3.585410118E-1;-2.176955938E0
2.440894710E1;3.367835045E0;-4.286249876E-1;-2.134537935E0
2.441373879E1;2.864557981E0;-4.976289868E-1;-2.129101992E0
2.441853056E1;2.376972914E0;-6.274809837E-1;-2.163235903E0
2.442332248E1;1.890984058E0;-8.129460216E-1;-2.122343063E0
2.442811418E1;1.423390985E0;-9.608579874E-1;-2.102073908E0
2.443290595E1;1.031211019E0;-1.090024948E0;-2.072371006E0
2.443769764E1;6.576930285E-1;-1.193982959E0;-1.923931003E0
2.444248956E1;3.099249899E-1;-1.315963984E0;-1.663838983E0
2.444728126E1;-3.019900061E-2;-1.396553993E0;-1.441522956E0
2.445207303E1;-3.555040061E-1;-1.471521020E0;-1.346901059E0
2.445686496E1;-5.852000117E-1;-1.524371028E0;-1.281556964E0
2.446165665E1;-8.652380109E-1;-1.562461019E0;-1.221443057E0
2.446644842E1;-1.047937036E0;-1.655277014E0;-1.259799957E0
2.447124010E1;-1.181856036E0;-1.739500999E0;-1.338762045E0
2.447603202E1;-1.525037050E0;-1.727532983E0;-1.913692951E0
2.448082379E1;-1.386288047E0;-1.860828996E0;-1.178187013E0
2.448561548E1;-1.735579967E0;-1.691599011E0;-1.296726942E0
2.449040718E1;-1.537997961E0;-1.846532941E0;-8.795049787E-1
2.449519910E1;-1.592201948E0;-1.796774030E0;-7.990170121E-1
2.449999087E1;-1.685209990E0;-1.715662003E0;-1.109802008E0
2.450478256E1;-1.801368952E0;-1.677731991E0;-1.878996015E0
2.450957450E1;-1.500707030E0;-1.732977986E0;-1.585217953E0
2.451436619E1;-1.548944950E0;-1.546720982E0;-1.403421044E0
2.451915796E1;-1.509631038E0;-1.486390948E0;-1.537107944E0
2.452394965E1;-1.358765960E0;-1.529839993E0;-1.725283027E0
2.452874157E1;-1.268326998E0;-1.399423957E0;-1.912866950E0
2.453353336E1;-1.140092969E0;-1.274451971E0;-2.188607931E0
2.453832505E1;-9.738900065E-1;-1.178352952E0;-2.449851990E0
2.454311697E1;-8.245249987E-1;-1.069993019E0;-2.701649904E0
2.454790869E1;-7.253370285E-1;-9.800310135E-1;-2.913141966E0
2.455270038E1;-6.522070169E-1;-8.578559756E-1;-2.948052883E0
2.455749238E1;-5.264610052E-1;-7.272949815E-1;-2.825562954E0
2.456228407E1;-3.939610124E-1;-6.434959769E-1;-2.658127069E0
2.456707576E1;-2.335969955E-1;-5.157250166E-1;-2.579648972E0
2.457186754E1;-1.004899964E-1;-4.134269953E-1;-2.532658100E0
2.457665947E1;-2.556700073E-2;-3.365769982E-1;-2.284929037E0
2.458145116E1;6.909000129E-2;-2.361360043E-1;-1.973305941E0
2.458624292E1;2.407580018E-1;-1.591269970E-1;-1.738394976E0
2.459103462E1;4.079770148E-1;-1.105400026E-1;-1.534600973E0
2.459582654E1;4.994519949E-1;-5.686400086E-2;-1.270972967E0
2.460061831E1;5.824909806E-1;2.800899930E-2;-9.330400229E-1
2.460541000E1;6.881999969E-1;1.029310003E-1;-5.445119739E-1
2.461020171E1;8.855630159E-1;1.647779942E-1;-2.917279899E-1
2.461499363E1;1.043390989E0;2.298679948E-1;-1.313980073E-1
2.461978540E1;1.069270968E0;3.314009905E-1;5.148699880E-2
2.462457710E1;1.061725020E0;4.715610147E-1;2.234890014E-1
2.462936902E1;1.154425979E0;5.615720153E-1;2.506529987E-1
2.463416072E1;1.239755988E0;6.157569885E-1;2.000219971E-1
2.463895248E1;1.162848949E0;7.774569988E-1;4.297199845E-2
2.464374417E1;1.110399008E0;9.298440218E-1;-4.357299954E-2
2.464853609E1;1.036914945E0;1.020771027E0;-1.221330017E-1
2.465332778E1;9.972149730E-1;1.114712954E0;-3.194980025E-1
2.465811955E1;1.065107942E0;1.257447958E0;-5.902860165E-1
2.466291124E1;1.042549014E0;1.334738016E0;-9.133570194E-1
2.466770316E1;8.852599859E-1;1.417090058E0;-1.073889971E0
2.467249493E1;7.157899737E-1;1.519759059E0;-1.002958059E0
2.467728662E1;6.223180294E-1;1.549821973E0;-8.444240093E-1
2.468207832E1;5.735080242E-1;1.574257970E0;-7.179579735E-1
2.468687034E1;5.191980004E-1;1.588284969E0;-5.948449969E-1
2.469166204E1;5.118229985E-1;1.623322010E0;-3.650810122E-1
2.469645373E1;4.723230004E-1;1.605643034E0;2.203000011E-3
2.470124567E1;4.102030098E-1;1.568642974E0;4.496249855E-1
2.470603736E1;2.372180074E-1;1.545343041E0;9.391149879E-1
2.471082913E1;8.935999870E-2;1.508710980E0;1.382505059E0
2.471562103E1;-2.477700077E-2;1.490712047E0;1.822528005E0
2.472041273E1;-9.583999962E-2;1.419247031E0;2.246236086E0
2.472520442E1;-1.360680014E-1;1.305942059E0;2.639461994E0
2.472999619E1;-1.791860014E-1;1.195860028E0;2.942579031E0
2.473478788E1;-2.299589962E-1;1.093520999E0;3.148544073E0
2.473957979E1;-2.546750009E-1;1.025138021E0;3.302887917E0
2.474437156E1;-2.435690016E-1;9.978700280E-1;3.376880884E0
2.474916325E1;-2.107630074E-1;9.209060073E-1;3.492528915E0
2.475395516E1;-2.781020105E-1;8.731979728E-1;3.666606903E0
2.475874685E1;-3.619650006E-1;8.855580091E-1;3.870565891E0
2.476353862E1;-3.358300030E-1;8.353989720E-1;4.075953007E0
2.476833031E1;-2.698409855E-1;8.876259923E-1;4.041153908E0
2.477312223E1;-2.119860053E-1;1.051754951E0;3.747066975E0
2.477791391E1;-6.628400087E-2;1.203703046E0;3.459240913E0
2.478270568E1;1.746390015E-1;1.401226997E0;3.201467991E0
2.478749760E1;4.652239978E-1;1.556143999E0;2.937635899E0
2.479228930E1;8.175029755E-1;1.774291992E0;2.712995052E0
2.479708099E1;1.109658957E0;1.931663036E0;2.505714893E0
2.480187276E1;1.294038057E0;2.145891905E0;2.246193886E0
2.480666468E1;1.445307970E0;2.340770006E0;2.003618956E0
2.481145645E1;1.582906008E0;2.488143921E0;1.801604986E0
2.481624812E1;1.788318038E0;2.559792042E0;1.587185025E0
2.482104004E1;1.970716000E0;2.613714933E0;1.379197955E0
2.482583173E1;2.094346046E0;2.626621962E0;1.198797941E0
2.483062342E1;2.176145077E0;2.613399982E0;1.127074957E0
2.483541519E1;2.170893908E0;2.545713902E0;1.063215971E0
2.484020711E1;2.133749008E0;2.462194920E0;1.097995996E0
2.484499881E1;2.055217981E0;2.295893908E0;1.219380021E0
2.484979057E1;1.963899016E0;2.111433983E0;1.448937058E0
2.485458227E1;1.763761044E0;1.853438020E0;1.784461021E0
2.485937396E1;1.554963946E0;1.523782015E0;2.123315096E0
2.486416588E1;1.337381005E0;1.112310052E0;2.413166046E0
2.486895765E1;1.058310032E0;6.735609770E-1;2.721374989E0
2.487374934E1;7.031790018E-1;2.691810131E-1;2.978868008E0
2.487854127E1;4.034309983E-1;-2.209729999E-1;3.169140100E0
2.488333296E1;4.632600024E-2;-6.633440256E-1;3.261369944E0
2.488812465E1;-3.659540117E-1;-1.003340006E0;3.284569979E0
2.489291639E1;-8.265540004E-1;-1.365658998E0;3.190968037E0
2.489770832E1;-1.196962953E0;-1.676255941E0;2.904046059E0
2.490250001E1;-1.607547998E0;-1.947178960E0;2.597908020E0
2.490729177E1;-1.898077965E0;-2.177803040E0;2.294504881E0
2.491208346E1;-2.109790087E0;-2.403920889E0;2.005736113E0
2.491687539E1;-2.259785891E0;-2.537153006E0;1.767634988E0
2.492166716E1;-2.355355024E0;-2.673477888E0;1.441432953E0
2.492645885E1;-2.415775061E0;-2.810395956E0;1.161147952E0
2.493125056E1;-2.472127914E0;-2.914510965E0;8.765559793E-1
2.493604248E1;-2.502829075E0;-3.000195026E0;5.421640277E-1
2.494083425E1;-2.579411030E0;-3.007920027E0;1.677249968E-1
2.494562594E1;-2.696878910E0;-3.009510994E0;-2.276089936E-1
2.495041763E1;-2.738076925E0;-3.016710043E0;-6.966450214E-1
2.495520956E1;-2.784197092E0;-2.929125071E0;-1.248870969E0
2.496000133E1;-2.750415087E0;-2.859586000E0;-1.772819042E0
2.496479302E1;-2.655415058E0;-2.772025108E0;-2.134677887E0
2.496958494E1;-2.551683903E0;-2.646750927E0;-2.473609924E0
2.497437664E1;-2.403147936E0;-2.512104988E0;-2.806593895E0
2.497916841E1;-2.243132114E0;-2.420195103E0;-2.992676020E0
2.498396011E1;-2.086081028E0;-2.332307100E0;-2.996166945E0
2.498875204E1;-1.975010037E0;-2.236567020E0;-2.812213898E0
2.499354372E1;-1.845201015E0;-2.157226086E0;-2.545979023E0
2.499833549E1;-1.718116999E0;-2.080358028E0;-2.264240980E0
2.500312719E1;-1.634093046E0;-2.042397976E0;-1.957118034E0
2.500791909E1;-1.526031017E0;-1.974473000E0;-1.617099047E0
2.501271079E1;-1.481312990E0;-1.922374964E0;-1.294229031E0
2.501750256E1;-1.446071029E0;-1.882087946E0;-1.138949037E0
2.502229426E1;-1.343768001E0;-1.844362020E0;-1.060096979E0
2.502708618E1;-1.326715946E0;-1.807139039E0;-1.021553993E0
2.503187788E1;-1.309010983E0;-1.732128024E0;-9.467039704E-1
2.503666965E1;-1.302693963E0;-1.612501979E0;-9.862059951E-1
2.504146134E1;-1.314970970E0;-1.546118021E0;-1.013329029E0
2.504625326E1;-1.340971947E0;-1.477993011E0;-1.075916052E0
2.505104503E1;-1.368983030E0;-1.360438943E0;-1.056558967E0
2.505583673E1;-1.375473022E0;-1.262969017E0;-1.041437984E0
2.506062842E1;-1.282137036E0;-1.133402944E0;-1.097375035E0
2.506542034E1;-1.144392014E0;-9.889900088E-1;-1.269652009E0
2.507021204E1;-9.577370286E-1;-8.226079941E-1;-1.522349000E0
2.507500380E1;-8.199189901E-1;-6.316800117E-1;-1.757393956E0
2.507979550E1;-6.138820052E-1;-4.208210111E-1;-1.910246968E0
2.508458742E1;-4.092099965E-1;-2.422820032E-1;-2.033818960E0
2.508937919E1;-2.155729979E-1;-7.914000005E-2;-2.178486109E0
2.509417088E1;-3.560100123E-2;1.183400024E-2;-2.234472036E0
2.509896257E1;1.902450025E-1;9.068600088E-2;-2.230624914E0
2.510375449E1;3.708910048E-1;2.007749975E-1;-2.119196892E0
2.510854619E1;5.396000147E-1;2.896609902E-1;-1.962573051E0
2.511333795E1;6.797789931E-1;3.404569924E-1;-1.820536971E0
2.511812988E1;7.801610231E-1;3.648189902E-1;-1.685701013E0
2.512292157E1;8.459600210E-1;4.081799984E-1;-1.462249994E0
2.512771334E1;9.463390112E-1;2.985010147E-1;-1.250921011E0
2.513250503E1;1.055143952E0;1.839610040E-1;-1.022838950E0
2.513729671E1;1.027099013E0;1.524759978E-1;-8.183370233E-1
