"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
9.579045171E1;-5.208529830E-1;-4.470480084E-1;-1.955227971E0
9.579524256E1;-4.311339855E-1;-4.907410145E-1;-1.917894959E0
9.580003364E1;-3.148280084E-1;-5.300850272E-1;-1.932669997E0
9.580482464E1;-3.006390035E-1;-4.888310134E-1;-2.013967991E0
9.580961571E1;-3.378989995E-1;-4.839879870E-1;-2.152060032E0
9.581440656E1;-3.881550133E-1;-4.122129977E-1;-2.339839935E0
9.581919756E1;-3.748440146E-1;-3.688279986E-1;-2.539119005E0
9.582398865E1;-2.599759996E-1;-3.363279998E-1;-2.692637920E0
9.582877950E1;-1.395660043E-1;-2.758300006E-1;-2.795775890E0
9.583357057E1;-1.333220005E-1;-1.844660044E-1;-2.834280968E0
9.583836157E1;-2.003280073E-1;-1.123320013E-1;-2.836925030E0
9.584315265E1;-2.614769936E-1;-3.553900123E-2;-2.760575056E0
9.584794353E1;-2.019080073E-1;-1.814999967E-3;-2.605282068E0
9.585273453E1;-1.942950040E-1;-3.942000214E-3;-2.404586077E0
9.585752561E1;-2.029380053E-1;8.194999769E-3;-2.215922117E0
9.586231668E1;-2.094530016E-1;2.906199917E-2;-1.954470992E0
9.586710753E1;-2.588549852E-1;-7.242000196E-3;-1.638113976E0
9.587189853E1;-2.961669862E-1;-4.597299919E-2;-1.386464953E0
9.587668961E1;-3.878470063E-1;-6.837199628E-2;-1.173025966E0
9.588148046E1;-5.525559783E-1;-2.698300034E-2;-9.521309733E-1
9.588627154E1;-6.350010037E-1;2.084100060E-2;-7.357940078E-1
9.589106255E1;-6.071540117E-1;2.025699988E-2;-5.887439847E-1
9.589585339E1;-5.100330114E-1;3.609000146E-2;-4.990670085E-1
9.590064447E1;-4.319509864E-1;8.069799840E-2;-3.758519888E-1
9.590543547E1;-3.414939940E-1;1.138190031E-1;-2.263859957E-1
9.591022654E1;-2.265810072E-1;1.262229979E-1;-9.624399990E-2
9.591501739E1;-1.368460059E-1;1.468749940E-1;-1.898000017E-2
9.591980839E1;-5.974999815E-2;1.714310050E-1;1.106429994E-1
9.592459947E1;1.485699974E-2;2.406029999E-1;2.639110088E-1
9.592939032E1;4.463599995E-2;3.567470014E-1;4.073280096E-1
9.593418139E1;1.612969935E-1;4.146910012E-1;4.689950049E-1
9.593897239E1;3.244290054E-1;4.865159988E-1;5.134620070E-1
9.594376346E1;5.246880054E-1;5.605990291E-1;6.100379825E-1
9.594855431E1;8.096939921E-1;6.205840111E-1;8.303980231E-1
9.595334531E1;1.067013025E0;7.071880102E-1;1.136208057E0
9.595813638E1;1.234812975E0;7.986869812E-1;1.369488001E0
9.596292724E1;1.215998054E0;8.211429715E-1;1.678586960E0
9.596771824E1;1.134660959E0;8.081520200E-1;2.168829918E0
9.597250931E1;1.009919047E0;8.084160089E-1;2.756870985E0
9.597730015E1;8.532040119E-1;8.090239763E-1;3.385534048E0
9.598209122E1;7.284910083E-1;7.321749926E-1;4.036049843E0
9.598688222E1;6.521419883E-1;5.861430168E-1;4.723198891E0
9.599167330E1;6.116619706E-1;5.563669801E-1;5.174461842E0
9.599646415E1;5.662410259E-1;5.678099990E-1;5.160254002E0
9.600125514E1;3.916400075E-1;5.441589952E-1;4.735560894E0
9.600604622E1;1.983260065E-1;5.368769765E-1;4.158585072E0
9.601083706E1;6.555700302E-2;5.307859778E-1;3.594018936E0
9.601562814E1;1.747000031E-2;5.320330262E-1;3.094085932E0
9.602041914E1;1.102599967E-2;4.939990044E-1;2.632023096E0
9.602520999E1;5.824600160E-2;4.323630035E-1;2.204978943E0
9.603000106E1;1.636320055E-1;3.872559965E-1;1.752465963E0
9.603479206E1;3.893809915E-1;3.326469958E-1;1.370151043E0
9.603958314E1;7.066829801E-1;2.292589992E-1;1.165282011E0
9.604437399E1;1.015637994E0;9.720899910E-2;1.168666005E0
9.604916499E1;1.200121999E0;-7.279299945E-2;1.394580007E0
9.605395604E1;1.220890999E0;-2.667529881E-1;1.788100004E0
9.605874689E1;1.216433048E0;-4.728159904E-1;2.209567070E0
9.606353797E1;1.172700047E0;-7.129009962E-1;2.524352074E0
9.606832897E1;9.435510039E-1;-9.496600032E-1;2.871690989E0
9.607311982E1;5.408489704E-1;-1.112298965E0;3.196906090E0
9.607791089E1;1.075230017E-1;-1.240367055E0;3.629726887E0
9.608270189E1;-4.177309871E-1;-1.330337048E0;4.201704025E0
9.608749297E1;-7.873309851E-1;-1.329045057E0;4.592588902E0
9.609228380E1;-8.393629789E-1;-1.328884006E0;4.505880833E0
9.609707480E1;-7.077990174E-1;-1.392663002E0;4.463646889E0
9.610186588E1;-5.526300073E-1;-1.250751972E0;4.274568081E0
9.610665674E1;-2.425149977E-1;-1.248026967E0;3.986512899E0
9.611144781E1;6.665000226E-3;-1.236014009E0;3.659286022E0
9.611623882E1;2.901020050E-1;-1.217242002E0;3.290494919E0
9.612102989E1;6.357539892E-1;-1.227414012E0;2.822581053E0
9.612582074E1;1.040604949E0;-1.239760041E0;2.332010031E0
9.613061174E1;1.362748981E0;-1.221495032E0;1.740241051E0
9.613540281E1;1.625257969E0;-1.168812037E0;1.092057943E0
9.614019366E1;1.955186009E0;-1.150274992E0;4.781990051E-1
9.614498474E1;2.353090048E0;-1.146069050E0;3.847999964E-3
9.614977574E1;2.619040012E0;-1.107849956E0;-4.412420094E-1
9.615456659E1;2.627525091E0;-1.042490959E0;-8.738840222E-1
9.615935766E1;2.563363075E0;-1.009140968E0;-1.306244969E0
9.616414866E1;2.432013988E0;-9.834859967E-1;-1.690533996E0
9.616893974E1;2.255709887E0;-9.555280209E-1;-1.993348956E0
9.617373058E1;2.106141090E0;-9.695490003E-1;-2.286123037E0
9.617852158E1;1.887801051E0;-1.018829942E0;-2.567092896E0
9.618331266E1;1.646206975E0;-9.980059862E-1;-2.802747011E0
9.618810351E1;1.335849047E0;-1.024328947E0;-3.093668938E0
9.619289458E1;1.138527036E0;-1.040127993E0;-3.382460117E0
9.619768558E1;9.201359749E-1;-1.054772019E0;-3.690741062E0
9.620247643E1;7.501119971E-1;-1.070325017E0;-3.965934038E0
9.620726750E1;5.734549761E-1;-1.048375010E0;-4.114703178E0
9.621205851E1;4.353950024E-1;-9.746019840E-1;-4.287874222E0
9.621684958E1;4.003100097E-1;-9.039250016E-1;-4.480712891E0
9.622164043E1;3.913699985E-1;-8.814529777E-1;-4.626297951E0
9.622643150E1;4.299710095E-1;-8.758559823E-1;-4.691168785E0
9.623122250E1;4.371320009E-1;-8.033490181E-1;-4.644204140E0
9.623601334E1;4.584409893E-1;-7.382360101E-1;-4.547617912E0
9.624080442E1;5.492330194E-1;-6.806640029E-1;-4.422917843E0
9.624559542E1;6.261079907E-1;-6.214110255E-1;-4.217305183E0
9.625038627E1;7.012929916E-1;-5.465450287E-1;-3.956984043E0
9.625517734E1;7.388690114E-1;-5.019099712E-1;-3.651421070E0
9.625996834E1;7.508180141E-1;-4.807479978E-1;-3.334002018E0
9.626475942E1;6.699590087E-1;-4.883700013E-1;-2.956688881E0
9.626955027E1;5.034310222E-1;-4.273349941E-1;-2.638978004E0
9.627434126E1;3.588210046E-1;-4.083150029E-1;-2.344804049E0
9.627913234E1;2.526490092E-1;-3.838410079E-1;-2.150664091E0
9.628392320E1;2.155629992E-1;-3.565540016E-1;-2.066078901E0
9.628871428E1;2.532509863E-1;-3.703880012E-1;-1.911252975E0
9.629350528E1;2.090689987E-1;-3.026500046E-1;-1.774934053E0
9.629829636E1;1.929489970E-1;-2.634229958E-1;-1.630803943E0
9.630308720E1;1.713639945E-1;-2.385099977E-1;-1.562613010E0
9.630787818E1;1.754979938E-1;-2.446099967E-1;-1.486578941E0
9.631266926E1;1.504870057E-1;-1.151029989E-1;-1.574787974E0
9.631746011E1;1.346659958E-1;-9.316299856E-2;-1.571352959E0
9.632225118E1;1.326200068E-1;-9.154999629E-3;-1.708407998E0
9.632704219E1;1.611209959E-1;3.245799989E-2;-1.720440030E0
9.633183303E1;1.366399974E-1;1.604799926E-1;-1.784459949E0
9.633662411E1;1.356790066E-1;2.297039926E-1;-1.742697001E0
9.634141511E1;1.293700039E-1;3.189989924E-1;-1.726780057E0
9.634620618E1;1.363130063E-1;3.715589941E-1;-1.643537045E0
9.635099696E1;1.369149983E-1;5.283929706E-1;-1.550344944E0
9.635578803E1;1.885049939E-1;6.747509837E-1;-1.459228039E0
9.636057888E1;3.027960062E-1;8.010910153E-1;-1.382156014E0
9.636536996E1;2.844429910E-1;9.387329817E-1;-1.328742981E0
9.637016096E1;3.200620115E-1;1.114024043E0;-1.279834032E0
9.637495203E1;4.477730095E-1;1.229346991E0;-1.161376953E0
9.637974290E1;6.217449903E-1;1.368680000E0;-1.052438021E0
9.638453390E1;7.439100146E-1;1.498811960E0;-9.531130195E-1
9.638932498E1;8.221229911E-1;1.658125997E0;-9.232800007E-1
9.639411582E1;8.427320123E-1;1.775146961E0;-9.606570005E-1
9.639890690E1;8.613569736E-1;1.857856989E0;-9.913060069E-1
9.640369790E1;8.166130185E-1;1.957123041E0;-9.292410016E-1
9.640848875E1;8.167390227E-1;2.018775940E0;-7.748010159E-1
9.641327983E1;7.715489864E-1;2.052966118E0;-4.994789958E-1
9.641807083E1;7.580440044E-1;2.016860008E0;-1.273449957E-1
9.642286190E1;8.029500246E-1;1.943755984E0;2.554729879E-1
9.642765275E1;7.753990293E-1;1.926285028E0;6.683700085E-1
9.643244376E1;8.402619958E-1;1.863423944E0;1.164183021E0
9.643723483E1;8.539929986E-1;1.743939042E0;1.550274968E0
9.644202568E1;8.798189759E-1;1.615439057E0;1.787744999E0
9.644681675E1;7.951740026E-1;1.441795945E0;1.960472941E0
9.645160775E1;5.901290178E-1;1.323510051E0;2.204965115E0
9.645639861E1;2.883850038E-1;1.202635050E0;2.471120119E0
9.646118961E1;-2.174700052E-2;1.081225038E0;2.632164955E0
9.646598071E1;-3.216359913E-1;9.995869994E-1;2.812737942E0
9.647077156E1;-5.807399750E-1;9.599249959E-1;2.967411041E0
9.647556263E1;-8.926600218E-1;1.002467036E0;3.077188015E0
9.648035363E1;-1.084751964E0;1.111984968E0;3.099273920E0
9.648514471E1;-1.147361040E0;1.223911047E0;2.966602087E0
9.648993556E1;-1.078322053E0;1.417690039E0;2.700572014E0
9.649472654E1;-9.304119945E-1;1.670112967E0;2.411065102E0
9.649951739E1;-6.630790234E-1;1.888959050E0;2.133595943E0
9.650430846E1;-3.626320064E-1;2.036993980E0;1.951583982E0
9.650909946E1;-2.325109988E-1;2.232579947E0;1.821567059E0
9.651389054E1;-1.049410030E-1;2.352264881E0;1.640226960E0
9.651868140E1;2.981140018E-1;2.272763968E0;1.522075057E0
9.652347247E1;8.599389791E-1;2.042922020E0;1.545822024E0
9.652826347E1;1.313037038E0;1.711549044E0;1.775838017E0
9.653305433E1;1.731708050E0;1.099645972E0;2.465774059E0
9.653784533E1;2.026817083E0;3.073540032E-1;3.280613899E0
9.654263641E1;2.001754999E0;-3.456830084E-1;4.058002949E0
9.654742726E1;1.749310017E0;-1.248661041E0;5.147978783E0
9.655221833E1;1.297463059E0;-2.014147997E0;6.177970886E0
9.655700936E1;7.051969767E-1;-2.616266966E0;6.966888905E0
9.656180043E1;-1.388249993E-1;-2.937283039E0;6.921467781E0
9.656659128E1;-1.091217995E0;-3.334316969E0;6.333855152E0
9.657138229E1;-1.961678982E0;-3.592071056E0;5.675787926E0
9.657617314E1;-2.734788895E0;-3.648492098E0;4.978477001E0
9.658096421E1;-3.089503050E0;-3.689855099E0;4.208226204E0
9.658575521E1;-3.166925907E0;-3.729983091E0;3.525274992E0
9.659054628E1;-3.029586077E0;-3.641530037E0;2.721147060E0
9.659533713E1;-2.778199911E0;-3.459661007E0;1.972774029E0
9.660012813E1;-2.370795012E0;-3.278454065E0;1.338845015E0
9.660491921E1;-1.880388021E0;-2.993978024E0;7.269430161E-1
9.660971005E1;-1.308233023E0;-2.737147093E0;1.606570035E-1
9.661450105E1;-7.358840108E-1;-2.485879898E0;-5.661129951E-1
9.661929212E1;-2.990770042E-1;-2.198981047E0;-1.235589027E0
9.662408297E1;-7.407099754E-2;-1.914332032E0;-1.750002027E0
9.662887397E1;6.168799847E-2;-1.723286986E0;-2.025661945E0
9.663366504E1;1.155200005E-1;-1.570881963E0;-2.086466074E0
9.663845589E1;1.057900023E-2;-1.412037969E0;-2.042437077E0
9.664324697E1;-3.017019928E-1;-1.287989974E0;-1.989238977E0
9.664803797E1;-6.161019802E-1;-1.242390990E0;-2.005764008E0
9.665282881E1;-8.848090172E-1;-1.204061031E0;-2.089431047E0
9.665761989E1;-1.081478000E0;-1.142097950E0;-2.290452957E0
9.666241088E1;-1.177204967E0;-1.123479009E0;-2.455594063E0
9.666720172E1;-1.233821034E0;-1.121858954E0;-2.568063974E0
9.667199278E1;-1.291581035E0;-1.063002944E0;-2.740360975E0
9.667678378E1;-1.251922965E0;-1.068588018E0;-2.836098909E0
9.668157486E1;-1.281759977E0;-9.974539876E-1;-2.917454958E0
9.668636572E1;-1.241615057E0;-9.716870189E-1;-2.950882912E0
9.669115672E1;-1.095348001E0;-9.506120086E-1;-2.876501083E0
9.669594779E1;-1.058477044E0;-8.578109741E-1;-2.835525036E0
9.670073867E1;-8.487250209E-1;-8.513159752E-1;-2.837548971E0
9.670552967E1;-7.055069804E-1;-7.372369766E-1;-2.896922112E0
9.671032076E1;-6.121339798E-1;-6.567609906E-1;-3.001708031E0
9.671511161E1;-4.919860065E-1;-5.761470199E-1;-3.070557117E0
9.671990261E1;-3.208720088E-1;-4.952319860E-1;-3.199270010E0
9.672469368E1;-1.753219962E-1;-3.442940116E-1;-3.363976002E0
9.672948453E1;-9.827700257E-2;-2.617419958E-1;-3.447470903E0
9.673427560E1;3.741100058E-2;-2.066130042E-1;-3.413889885E0
9.673906659E1;5.483200029E-2;-1.167479977E-1;-3.270374060E0
9.674385744E1;-1.504900027E-2;-8.087400347E-2;-3.148577929E0
9.674864853E1;-1.148570031E-1;-9.672100097E-2;-2.947909117E0
9.675343953E1;-1.872539967E-1;-1.742070019E-1;-2.615611076E0
9.675823061E1;-3.089500070E-1;-1.967670023E-1;-2.165865898E0
9.676302134E1;-3.891780078E-1;-3.092589974E-1;-1.605463028E0
9.676781242E1;-4.406929910E-1;-4.182119966E-1;-1.075844049E0
9.677260327E1;-4.642019868E-1;-4.963259995E-1;-7.826129794E-1
9.677739434E1;-5.362470150E-1;-5.563840270E-1;-6.729120016E-1
9.678218534E1;-6.731600165E-1;-5.534009933E-1;-6.819679737E-1
9.678697640E1;-7.717800140E-1;-5.616779923E-1;-8.025829792E-1
9.679176725E1;-8.295509815E-1;-5.309910178E-1;-1.041919947E0
9.679655825E1;-8.584139943E-1;-4.894669950E-1;-1.261257052E0
9.680134910E1;-8.274940252E-1;-4.913980067E-1;-1.415292025E0
9.680614017E1;-7.227529883E-1;-4.266110063E-1;-1.508833051E0
9.681093118E1;-4.758659899E-1;-4.095099866E-1;-1.520495057E0
9.681572226E1;-2.167090029E-1;-3.920420110E-1;-1.505411029E0
9.682051310E1;-8.144900203E-2;-3.669350147E-1;-1.461174011E0
9.682530410E1;-6.697999686E-2;-2.438559979E-1;-1.485753059E0
9.683009518E1;-8.654300123E-2;-1.233989969E-1;-1.543177962E0
9.683488602E1;-1.848700084E-2;-6.501699984E-2;-1.686226964E0
9.683967702E1;7.926300168E-2;-3.698699921E-2;-1.864771962E0
9.684446810E1;2.016440034E-1;4.485100135E-2;-2.014250040E0
9.684925895E1;2.510479987E-1;8.083099872E-2;-2.089365959E0
9.685404996E1;2.162979990E-1;1.383139938E-1;-2.082982063E0
9.685884081E1;1.621990055E-1;1.936150044E-1;-2.040652037E0
9.686363187E1;1.053479984E-1;2.067089975E-1;-1.972139955E0
9.686842287E1;-1.616599970E-2;1.827609986E-1;-1.894304037E0
9.687321395E1;-1.254709959E-1;1.960529983E-1;-1.701814055E0
9.687800480E1;-2.868840098E-1;2.226590067E-1;-1.454532981E0
9.688279579E1;-4.549860060E-1;2.411109954E-1;-1.233899951E0
9.688758687E1;-6.060339808E-1;2.610040009E-1;-1.018394947E0
9.689237770E1;-6.877530217E-1;3.038809896E-1;-8.319740295E-1
9.689716870E1;-6.647210121E-1;3.650020063E-1;-7.273460031E-1
9.690195975E1;-5.301430225E-1;4.375529885E-1;-6.687189937E-1
9.690675060E1;-3.319849968E-1;5.650640130E-1;-5.077760220E-1
9.691154167E1;-8.945900202E-2;7.357509732E-1;-3.331649899E-1
9.691633266E1;2.049670070E-1;8.663489819E-1;-1.570069939E-1
9.692112350E1;4.855439961E-1;1.002583027E0;9.247499704E-2
9.692591450E1;7.888649702E-1;1.099279046E0;4.678750038E-1
9.693070558E1;9.435790181E-1;1.106389046E0;9.643409848E-1
9.693549643E1;1.050215960E0;1.054718971E0;1.567600012E0
9.694028750E1;9.737319946E-1;1.004402041E0;2.299163103E0
9.694507850E1;8.316810131E-1;9.164100289E-1;2.934813023E0
9.694986934E1;6.094430089E-1;7.634639740E-1;3.450865030E0
9.695466042E1;3.161959946E-1;4.873049855E-1;3.967257977E0
9.695945143E1;-9.640300274E-2;2.621270120E-1;4.429077148E0
9.696424227E1;-6.168919802E-1;4.654800147E-2;4.925089836E0
9.696903327E1;-1.114006996E0;-1.459729970E-1;5.522577763E0
9.697382435E1;-1.483381987E0;-2.999280095E-1;6.020758152E0
9.697861520E1;-1.613150954E0;-4.496339858E-1;6.168450832E0
9.698340627E1;-1.525230050E0;-6.262249947E-1;5.939332962E0
9.698819727E1;-1.322399974E0;-8.219029903E-1;5.496069908E0
9.699298812E1;-1.150359035E0;-9.541190267E-1;4.910195827E0
9.699777919E1;-9.748250246E-1;-1.011986971E0;4.322636127E0
9.700257020E1;-7.591459751E-1;-9.560170174E-1;3.718709946E0
9.700736104E1;-4.834310114E-1;-8.974859715E-1;2.928057909E0
9.701215212E1;-5.330200121E-2;-8.658199906E-1;2.018201113E0
9.701694313E1;4.726270139E-1;-8.239279985E-1;1.085937023E0
9.702173398E1;9.280490279E-1;-7.913330197E-1;2.168409973E-1
9.702652498E1;1.287958980E0;-8.734509945E-1;-4.317789972E-1
9.703131605E1;1.458214998E0;-9.704869986E-1;-7.407100201E-1
9.703610690E1;1.504359007E0;-1.093238950E0;-6.480280161E-1
9.704089798E1;1.424162984E0;-1.296560049E0;-1.800699979E-1
9.704568898E1;1.229243040E0;-1.464444041E0;4.553560019E-1
9.705047982E1;9.096599817E-1;-1.644083977E0;1.155910969E0
9.705527089E1;5.742359757E-1;-1.832571983E0;2.020414114E0
9.706006189E1;1.621980071E-1;-1.978989959E0;2.908387899E0
9.706485273E1;-2.392189950E-1;-2.036525965E0;3.537970066E0
9.706964382E1;-6.047840118E-1;-2.066507101E0;3.897557020E0
9.707443482E1;-8.464159966E-1;-1.988705039E0;4.107130051E0
9.707922567E1;-8.518000245E-1;-1.861632943E0;4.190845966E0
9.708401676E1;-7.428609729E-1;-1.697857976E0;4.146400928E0
9.708880776E1;-4.643200040E-1;-1.562324047E0;3.964246988E0
9.709359861E1;-1.352799963E-2;-1.436064005E0;3.728178978E0
9.709838961E1;5.955939889E-1;-1.283182025E0;3.478868008E0
9.710318068E1;1.356119037E0;-1.206441045E0;3.235398054E0
9.710797153E1;2.182185888E0;-1.174751043E0;3.036062002E0
9.711276260E1;2.895057917E0;-1.121292949E0;2.799504995E0
9.711755361E1;3.600907087E0;-1.039111972E0;2.523380995E0
9.712234445E1;4.164002895E0;-9.569879770E-1;2.236435890E0
9.712713545E1;4.453097820E0;-8.605530262E-1;1.833330989E0
9.713192653E1;4.557091236E0;-7.459700108E-1;1.214813948E0
9.713671738E1;4.298604012E0;-5.737540126E-1;4.992769957E-1
9.714150838E1;3.900795937E0;-4.363569915E-1;-2.296900004E-1
9.714629945E1;3.528801918E0;-3.139120042E-1;-9.004169703E-1
9.715109030E1;3.201562881E0;-1.984370053E-1;-1.467594028E0
9.715588130E1;2.875493050E0;-1.824010015E-1;-2.060733080E0
9.716067236E1;2.576423883E0;-1.739069968E-1;-2.661432028E0
9.716546320E1;2.219945908E0;-1.667940021E-1;-3.240780115E0
9.717025428E1;1.915946007E0;-1.842830032E-1;-3.765458107E0
9.717504529E1;1.592280984E0;-2.088000029E-1;-4.307507992E0
9.717983613E1;1.284793973E0;-2.587470114E-1;-4.725877762E0
9.718462713E1;9.000279903E-1;-3.334409893E-1;-4.951323032E0
9.718941821E1;5.217289925E-1;-3.536979854E-1;-5.038968086E0
9.719420906E1;2.122749984E-1;-4.032109976E-1;-5.067852974E0
9.719900006E1;-5.193199962E-2;-4.557439983E-1;-5.073869228E0
9.720379113E1;-3.397470117E-1;-5.041880012E-1;-4.994730949E0
9.720858200E1;-5.549449921E-1;-5.821459889E-1;-4.727441788E0
9.721337300E1;-7.236869931E-1;-6.566929817E-1;-4.355636120E0
9.721816407E1;-8.699160218E-1;-7.213220000E-1;-3.917427063E0
9.722295490E1;-9.672740102E-1;-8.079940081E-1;-3.467658043E0
9.722774590E1;-1.003941059E0;-8.675280213E-1;-3.049144030E0
9.723253698E1;-1.016162038E0;-9.077460170E-1;-2.652151108E0
9.723732783E1;-9.924129844E-1;-9.509360194E-1;-2.305233002E0
9.724211882E1;-9.784219861E-1;-9.498069882E-1;-2.005866051E0
9.724690968E1;-9.712250233E-1;-9.524009824E-1;-1.828704953E0
9.725170075E1;-9.812089801E-1;-9.426379800E-1;-1.751572967E0
9.725649175E1;-9.727190137E-1;-9.136170149E-1;-1.728932023E0
9.726128283E1;-1.010223031E0;-8.560050130E-1;-1.779891014E0
9.726607368E1;-1.052950025E0;-7.508400083E-1;-1.904415965E0
9.727086467E1;-1.051879048E0;-6.587370038E-1;-2.045041084E0
9.727565575E1;-1.013129950E0;-5.369889736E-1;-2.072802067E0
9.728044660E1;-9.990779757E-1;-4.499990046E-1;-2.054801941E0
9.728523760E1;-1.020768046E0;-3.811529875E-1;-2.010013103E0
9.729002844E1;-1.138524055E0;-2.827140093E-1;-1.936141968E0
9.729481952E1;-1.192211032E0;-2.074380070E-1;-1.806846023E0
9.729961053E1;-1.251307964E0;-1.576830000E-1;-1.667626977E0
9.730440137E1;-1.270848036E0;-9.059599787E-2;-1.551962972E0
9.730919245E1;-1.184229970E0;-4.927000031E-2;-1.519734979E0
9.731398345E1;-1.056156039E0;-1.668499969E-2;-1.369876981E0
9.731877430E1;-9.008539915E-1;6.197300181E-2;-1.190917969E0
9.732356529E1;-7.706450224E-1;1.410000026E-1;-1.057013035E0
9.732835637E1;-6.508769989E-1;2.086309940E-1;-9.011589885E-1
9.733314722E1;-4.342789948E-1;3.480480015E-1;-7.830740213E-1
9.733793829E1;-2.024459988E-1;4.160119891E-1;-6.717270017E-1
9.734272930E1;7.293300331E-2;5.154359937E-1;-5.431669950E-1
9.734752014E1;2.175090015E-1;6.937530041E-1;-5.409089923E-1
9.735231122E1;2.916150093E-1;8.292539716E-1;-5.620689988E-1
9.735710222E1;3.481650054E-1;1.024678946E0;-6.592400074E-1
9.736189307E1;5.109879971E-1;1.175073981E0;-8.349149823E-1
9.736668407E1;6.914049983E-1;1.295652986E0;-9.575939775E-1
9.737147515E1;9.130169749E-1;1.391927004E0;-1.058583021E0
9.737626599E1;1.127851009E0;1.471958995E0;-1.071053982E0
9.738105699E1;1.264788985E0;1.534013987E0;-9.951620102E-1
9.738584806E1;1.279543042E0;1.637719035E0;-9.170160294E-1
9.739063890E1;1.285513043E0;1.742418051E0;-8.438060284E-1
9.739542990E1;1.235754967E0;1.826573968E0;-7.491949797E-1
9.740022076E1;1.199887037E0;1.916600943E0;-7.170119882E-1
9.740501183E1;1.146813989E0;1.881767035E0;-7.044379711E-1
9.740980284E1;1.078956008E0;1.787760973E0;-5.369960070E-1
9.741459367E1;9.724190235E-1;1.671306968E0;-8.802899718E-2
9.741938474E1;7.938370109E-1;1.536828995E0;4.533869922E-1
9.742417574E1;6.291490197E-1;1.388272047E0;9.893119931E-1
9.742896683E1;5.188320279E-1;1.181938052E0;1.450459957E0
9.743375768E1;3.733229935E-1;1.045689940E0;1.791089058E0
9.743854869E1;2.455620021E-1;8.856340051E-1;2.002403975E0
9.744333954E1;1.041850001E-1;7.282710075E-1;2.256745100E0
9.744813062E1;-2.953599952E-2;6.264110208E-1;2.510974884E0
9.745292161E1;-5.043200031E-2;5.657299757E-1;2.851274014E0
9.745771246E1;-8.053500205E-2;5.387560129E-1;3.270539999E0
9.746250346E1;-7.174999919E-3;5.449860096E-1;3.862294912E0
9.746729453E1;1.739670038E-1;5.284209847E-1;4.612427235E0
9.747208538E1;4.669040143E-1;5.407770276E-1;5.281758785E0
9.747687637E1;9.260529876E-1;5.523160100E-1;5.676632881E0
9.748166721E1;1.431450009E0;6.465209723E-1;5.643902779E0
9.748645829E1;1.883116007E0;8.240180016E-1;5.204961777E0
9.749124928E1;2.502249956E0;8.706330061E-1;4.704242229E0
9.749604035E1;3.079077959E0;9.698550105E-1;3.911483049E0
9.750083120E1;3.518558979E0;9.828839898E-1;3.173156023E0
9.750562219E1;3.900621891E0;8.614580035E-1;2.828680038E0
9.751041304E1;4.228320122E0;6.402599812E-1;2.588009119E0
9.751520412E1;4.169017792E0;3.178200126E-1;2.776501894E0
9.751999512E1;3.971167088E0;-1.182060018E-1;3.123725891E0
9.752478596E1;3.665539980E0;-6.327620149E-1;3.187004089E0
9.752957704E1;3.144248009E0;-1.165624976E0;2.908799887E0
9.753436805E1;1.987552047E0;-1.496541977E0;3.431232929E0
9.753915912E1;1.219727039E0;-1.888450027E0;3.567322969E0
9.754394998E1;2.992739975E-1;-2.076437950E0;3.630985975E0
9.754874098E1;-5.331100225E-1;-2.346211910E0;3.869035959E0
9.755353182E1;-1.218194008E0;-2.560367107E0;4.061593056E0
9.755832282E1;-1.911746979E0;-2.641313076E0;4.271265984E0
9.756311390E1;-2.326517105E0;-2.743607044E0;4.342753887E0
9.756790476E1;-2.661052942E0;-2.732016087E0;4.317051888E0
9.757269576E1;-2.877115965E0;-2.736643076E0;4.074607849E0
9.757748684E1;-2.933948994E0;-2.683852911E0;3.684973955E0
9.758227769E1;-2.843718052E0;-2.614255905E0;3.102577925E0
9.758706869E1;-2.676197052E0;-2.534571886E0;2.449371099E0
9.759185954E1;-2.470864058E0;-2.407887936E0;1.751893044E0
9.759665061E1;-2.327815056E0;-2.227229118E0;1.134209037E0
9.760144161E1;-2.332788944E0;-2.044864893E0;5.315830112E-1
9.760623267E1;-2.318283081E0;-1.905666947E0;-4.179999977E-2
9.761102344E1;-2.250710011E0;-1.820840001E0;-5.645849705E-1
9.761581452E1;-2.165693045E0;-1.646747947E0;-1.019999981E0
9.762060537E1;-2.198779106E0;-1.428578019E0;-1.515813947E0
9.762539644E1;-2.225122929E0;-1.349326015E0;-1.901497960E0
9.763018743E1;-2.272865057E0;-1.233950019E0;-2.172291994E0
9.763497828E1;-2.292694092E0;-1.097352982E0;-2.376171112E0
9.763976927E1;-2.261811018E0;-1.014539957E0;-2.436675072E0
9.764456035E1;-2.213594913E0;-9.377769828E-1;-2.408824921E0
9.764935120E1;-2.111999035E0;-8.656920195E-1;-2.325746059E0
9.765414220E1;-1.994104981E0;-8.053479791E-1;-2.223583937E0
9.765893328E1;-1.831498981E0;-7.357559800E-1;-2.171662092E0
9.766372413E1;-1.717246056E0;-6.836050153E-1;-2.179460049E0
9.766851514E1;-1.615260005E0;-6.737430096E-1;-2.230592012E0
9.767330599E1;-1.563513994E0;-5.736140013E-1;-2.365346909E0
9.767809707E1;-1.415900946E0;-5.577989817E-1;-2.576592922E0
9.768288808E1;-1.244209051E0;-4.848420024E-1;-2.747046947E0
